ObjectNum,Name,Type,Constellation,Magnitude,Info,RAHour,RAMinute,DecSign,DecDeg,DecMinute
   6115,OCL 960,Open Cluster,Nor,11,"Size: 3.  Cl, eL, eRi",16,24.6,-,51,58
   6116,UGC 10336,Galaxy,CrB,15,"vF, vS, R, gbM",16,18.8,+,35,9
   6117,,Galaxy,CrB,14,"vF, S, R",16,19.3,+,37,5
   6118,UGC 10350,Galaxy,Ser,12,"Size: 4.7  vF, cL, cE 45deg +/- , r",16,21.8,-,2,17
   6119,MCG 6-36-26,Galaxy,CrB,15,"vF, eS, R",16,19.7,+,37,48
   6120,UGC 10343,Galaxy,CrB,14,"Size: 0.6  vF, vS, R, D* nf",16,19.8,+,37,47
   6121,M 4,Globular Cluster,Sco,5.9,"Size: 26.3  Cl, 8 or 10 B st line, with ",16,23.6,-,26,32
   6122,MCG 6-36-32,Galaxy,CrB,15,"vF, R, no N",16,20.2,+,37,48
   6123,UGC 10333,Galaxy,Dra,14,"pF, vS, E, * nr",16,17.2,+,61,56
   6124,Dunlop 514,Open Cluster,Sco,5.8,"Size: 29.  Cl, B, L, pRi, lCM, st 9...11",16,25.6,-,40,40
   6125,NGC 6127,,Dra,,"pF, pS, lE; = 6130?",16,18.9,+,57,36
   6126,UGC 10353,Galaxy,CrB,14,"F, vS, R, bMSN",16,21.4,+,36,23
   6127,NGC 6125,Galaxy,Dra,13,"pF, vS, R",16,19.2,+,57,58
   6128,NGC 6125,Galaxy,Dra,13,"Size: 1.4  pF, pS, R, bM",16,19.1,+,57,59
   6129,MCG 6-36-37,Galaxy,CrB,14,"eF, vS, R, lbM",16,21.8,+,37,59
   6130,UGC 10347,Galaxy,Dra,14,"pF, pL, R, B* nr p",16,19.5,+,57,37
   6131,,Galaxy,CrB,14,"vF, pL, iR, dif",16,22,+,38,56
   6132,UGC 10363,Galaxy,Her,15,"eF, vS, vlbM",16,23.7,+,11,48
   6133,,,Dra,,"eeF, S, cE, v diffic",16,20.1,+,56,40
   6134,OCL 968,Open Cluster,Nor,7.2,"Size: 7.  Cl, cL, pRi, lCM, st 13...15",16,27.7,-,49,9
   6135,,,Dra,,"vF, vS, mE, 2 st nr",16,19,+,64,54
   6136,MCG 9-27-19,Galaxy,Dra,15,"eeF, S, R, v diffic",16,20.8,+,55,57
   6137,,Galaxy,CrB,14,"Size: 2.2  F, S, iR, bM",16,23.1,+,37,55
   6138,MCG 7-34-20,?,Her,,"vF, vS, R, bM",16,22.9,+,40,56
   6139,GCL 43,Globular Cluster,Sco,9.2,"Size: 5.5  B, pL, R, psbM, rr",16,27.7,-,38,51
   6140,UGC 10359,Galaxy,Dra,12,"Size: 6.2  cF, pL, iR",16,20.9,+,65,23
   6141,,?,Her,,"vF, pS, no Nucl",16,23.1,+,40,48
   6142,UGC 10366,Galaxy,CrB,15,"eF, S, bM",16,23.4,+,37,16
   6143,UGC 10358,Galaxy,Dra,14,"Size: 1.2  pB, iR, vgvlbM",16,21.7,+,55,5
   6144,GCL 42,Globular Cluster,Sco,9.1,"Size: 9.3  Cl, cL, mC, gbM, rrr",16,27.3,-,26,2
   6145,MCG 7-34-21,Galaxy,Her,15,"F, R, bM",16,25,+,40,56
   6146,UGC 10379,Galaxy,Her,14,"cF, vS, R, bM",16,25.2,+,40,53
   6147,MCG 7-34-22,Galaxy,Her,16,"eF, one of 3",16,25.1,+,40,55
   6148,,Galaxy,Her,,"vF, S, with st",16,27.1,+,24,5
   6149,UGC 10391,Galaxy,Her,15,"vF, pS, R, pB* nr s",16,27.4,+,19,36
   6150,,Galaxy,Her,15,"vF, vS, R",16,25.8,+,40,30
   6151,,,Aps,,"vF, vS *9 nr",16,38.3,-,73,15
   6152,OCL 961,Open Cluster,Nor,8,"Size: 30.  Cl, L, lC, st L",16,32.7,-,52,37
   6153,PK 341+5.1,Planetary Nebula,Sco,12,"Size: 0.4  PN , stellar",16,31.5,-,40,15
   6154,UGC 10382,Galaxy,Her,14,"Size: 2.4  vF, S, R, lbM, er",16,25.6,+,49,50
   6155,UGC 10385,Galaxy,Her,13,"F, pS, iF, gbM",16,26.1,+,48,22
   6156,ESO 137-33,Galaxy,TrA,,"pF, pL, vlE, gbM",16,34.8,-,60,36
   6157,MCG 9-27-39,Galaxy,Dra,15,"eeF, pS, R, v diffic",16,25.7,+,55,22
   6158,MCG 7-34-41,Galaxy,Her,16,"F, S, iF",16,27.7,+,39,23
   6159,UGC 10397,Galaxy,Her,15,"vF, S, iR, lbM",16,27.4,+,42,41
   6160,UGC 10400,Galaxy,Her,15,"Size: 2.1  cF, pL, R, gbM, r",16,27.7,+,40,55
   6161,MCG 6-36-46,Galaxy,Her,15,"vF, S, lbM",16,28.3,+,32,49
   6162,UGC 10353,Galaxy,Her,15,"F, S, lbM",16,28.4,+,32,52
   6163,MCG 6-36-48,Galaxy,Her,15,"vF, S, lbM",16,28.4,+,32,52
   6164,PK 336-0.1,Planetary Nebula,Nor,,"eF (strongly susp), D* f nr",16,34,-,48,6
   6165,PK 336-0.1,Planetary Nebula,Nor,,"F, cS, lE, vglbM, D* p",16,34,-,48,6
   6166,UGC 10409,Galaxy,Her,12,"Size: 2.4  pF, S, vlE, vgmbM",16,28.6,+,39,33
   6167,OCL 971,Open Cluster,Nor,6.7,"Size: 8.  Cl, L, lC, iF",16,34.4,-,49,36
   6168,UGC 10434,Galaxy,Her,14,"eeF, mE, F* at p end, v diffic",16,31.4,+,20,12
   6169,OCL 984,Open Cluster,Nor,7,"Size: 7.  Cl, mu Nor inv",16,34.1,-,44,3
   6170,NGC 6176,,Dra,,"eeF, vS, R, v diffic; = 6176?",16,27,+,59,35
   6171,M 107,Globular Cluster,Oph,8.1,"Size: 10.0  glob. cl. , L, vRi, vmC, R, ",16,32.5,-,13,3
   6172,UGC 10352,,Oph,,"vF, eS, R, bM",16,32.1,-,1,29
   6173,UGC 10421,Galaxy,Her,14,"Size: 2.2  cF, vS, R, bM",16,29.8,+,40,49
   6174,,Galaxy,Her,15,vF,16,29.7,+,40,51
   6175,UGC 10422,Galaxy,Her,15,"vF, vS, R",16,29.9,+,40,39
   6176,NGC 6170,Galaxy,Dra,15,"eF, eS, v diffic",16,27.5,+,59,35
   6177,UGC 10428,Galaxy,Her,15,"vF, pL, iE, rr, * nr",16,30.6,+,35,4
   6178,OCL 980,Open Cluster,Sco,7.2,"Size: 4.  Cl, B, S, st pL",16,35.7,-,45,38
   6179,ZWG 196. 73,Galaxy,Her,15,"vF, S, bMN, 4' nf 6177",16,30.7,+,35,7
   6180,MCG 7-34-95,Galaxy,Her,15,"eF, vS, R, mbM",16,30.5,+,40,34
   6181,UGC 10439,Galaxy,Her,11.9,"Size: 2.6  pB, pL, vlE, pgmbM",16,32.3,+,19,50
   6182,UGC 10424,Galaxy,Dra,14,"vF, vS, iR",16,29.5,+,55,31
   6183,ESO 69-8,Galaxy,TrA,,"vF, eS, R, gbM",16,41.6,-,69,23
   6184,MCG 7-34-109,Galaxy,Her,15,"eF, vS, R, vlbM",16,31.5,+,40,35
   6185,UGC 10444,Galaxy,Her,14,"F, S, R, gbM, *11 np",16,33.2,+,35,20
   6186,UGC 10448,Galaxy,Her,14,"Size: 1.8  eF, vS, E",16,34.4,+,21,33
   6187,MCG 10-23-79,Galaxy,Dra,15,"vF, vS, lbM",16,31.6,+,57,43
   6188,ESO 226-EN19,Nebula,Ara,,"Size: 20.  ! F, vL, viE, B* inv",16,40.5,-,48,47
   6189,NGC 6191,Galaxy,Dra,13,"vF, pS, lE",16,31.6,+,59,39
   6190,UGC 10443,Galaxy,Dra,13,"vF, pS, R, F* nr",16,32,+,58,27
   6191,NGC 6189,,Dra,,"pF, pL, E, 2 st p",16,32,+,58,48
   6192,OCL 988,Open Cluster,Sco,9,"Size: 8.  Cl, pL, pRi, iR, st 11...14",16,40.3,-,43,22
   6193,OCL 975,Open Cluster,Ara,5.2,"Size: 15.  Cl, vL, lRi, lC, rrr, F neb i",16,41.3,-,48,46
   6194,MCG 6-36-54,Galaxy,Her,14,"vF, vS, sbM *12",16,36.6,+,36,11
   6195,UGC 10469,Galaxy,Her,15,"Size: 1.8  vF, S, R, gbM, bet 2 st",16,36.5,+,39,2
   6196,IC 4615,Galaxy,Her,14,"vF, vS, stellar",16,37.4,+,36,6
   6197,IC 4616,Galaxy,Her,15,"eF, E, stellar",16,37.5,+,36,2
   6198,UGC 10467,Galaxy,Dra,15,"vF, vS, R, 2 st f",16,35.5,+,57,31
   6199,,Star,Her,,eF,16,39,+,36,6
   6200,OCL 978,Open Cluster,Ara,7.4,Size: 12.  Cl (in Milky Way),16,44.2,-,47,29
   6201,ZWG 138. 53,Galaxy,Her,15,"eF, vS",16,40.2,+,23,45
   6202,,,Dra,,"eeF, pS, * f",16,36.2,+,61,57
   6203,MCG 4-39-19,Galaxy,Her,15,"eF, vS",16,40.4,+,23,46
   6204,OCL 982,Open Cluster,Ara,8.2,"Size: 5.  Cl, pRi, eiCM, st 11...12",16,46.5,-,47,1
   6205,M 13,Globular Cluster,Her,5.9,"Size: 16.6  !! glob. cl. , eB, vRi, vgeC",16,41.7,+,36,28
   6206,IC 1227,Galaxy,Dra,14,"pF, eS, R, stell, 3 vF st nr; = IC 1227",16,40.1,+,58,38
   6207,UGC 10521,Galaxy,Her,11.6,"Size: 3.0  pB, pL, E 45deg +/- , vgmbM",16,43.1,+,36,50
   6208,OCL 964,Open Cluster,Ara,7.2,"Size: 16.  Cl, L, Ri, lCM, st 9...12",16,49.5,-,53,49
   6209,ESO 43-8,Galaxy,Aps,,"vF, pL, vgvlbM",16,55.1,-,72,32
   6210,PK 43+37.1,Planetary Nebula,Her,9,"Size: 0.2  PN , vB, vS, R, disc & border",16,44.5,+,23,49
   6211,UGC 10516,Galaxy,Dra,14,"Size: 2.0  vF, pS, R, sp of 2",16,41.5,+,57,47
   6212,MCG 7-34-142,Galaxy,Her,15,eF,16,43.3,+,39,48
   6213,MCG 10-24-30,Galaxy,Dra,15,"eF, vS, R, nf of 2",16,41.5,+,57,50
   6214,UGC 10507,Galaxy,Dra,14,"eF, vS, R",16,39.5,+,66,1
   6215,ESO 137-46,Galaxy,Ara,12,"Size: 2.0  pF, R, vglbM, *4 p 79s",16,51.1,-,58,59
   6216,NGC 6222,Open Cluster,Sco,10,"Size: 4.  Cl, pS, pRi, pC, st 12...15",16,49.4,-,44,44
   6217,UGC 10470,Galaxy,UMi,11.2,"Size: 3.1  B, cL, lE, slbM",16,32.6,+,78,12
   6218,M 12,Globular Cluster,Oph,6.6,"Size: 14.5  !! glob. cl. , vB, vL, iR, g",16,47.2,-,1,57
   6219,MCG 2-43-1,Galaxy,Her,15,"F, S",16,46.3,+,9,2
   6220,UGC 10541,Galaxy,Oph,15,"eeF, pS, iR, 3 F st s",16,47.2,-,0,17
   6221,ESO 138-3,Galaxy,Ara,11,"Size: 3.2  glob. cl. , pB, cL, R, glbM, ",16,52.8,-,59,13
   6222,NGC 6216,Open Cluster,Sco,10,"Cl, vL, vRi, lbM, st 12...13",16,50.7,-,44,45
   6223,UGC 10527,Galaxy,Dra,13,"Size: 3.4  F, S, R, mbM",16,43.1,+,61,34
   6224,UGC 10555,Galaxy,Her,15,"eeF, vS, lE, pB* nr n, n of 2",16,48.2,+,6,18
   6225,UGC 10556,Galaxy,Her,15,"eF, vS, lE, F st inv, s of 2",16,48.3,+,6,13
   6226,UGC 10532,Galaxy,Dra,14,"F, S, triangle with 2 st 12 & 14",16,43.5,+,61,58
   6227,ESO 332-**5,,Sco,,"Cl, eL, eRi (Milky Way)",16,51.6,-,41,13
   6228,UGC 10558,Galaxy,Her,15,"vF, S",16,48,+,26,12
   6229,GCL 47,Globular Cluster,Her,9.4,"Size: 4.5  glob. cl. , vB, L, R, disc & ",16,47,+,47,32
   6230,UGC 10575,Galaxy,Her,15,"eeF, pS, R, v diffic",16,50.6,+,4,35
   6231,Dunlop 520,Cluster Nebulosity,Sco,2.6,"Size: 15.  Cl, B, cL, pRi, st 10...13",16,54,-,41,48
   6232,UGC 10537,Galaxy,Dra,13,"pF, pL, lE",16,43.3,+,70,38
   6233,UGC 10573,Galaxy,Her,15,"pF, S, R, gbM",16,50.1,+,23,34
   6234,MCG 1-43-7,Galaxy,Oph,15,"F, S, R",16,51.9,+,4,23
   6235,GCL 48,Globular Cluster,Oph,10.2,"Size: 5.0  pB, cL, iR, rrr, st 14...16",16,53.4,-,22,11
   6236,UGC 10546,Galaxy,Dra,12,"Size: 3.0  F, pL",16,44.5,+,70,48
   6237,,Galaxy,Dra,,"eF, S, E",16,46.5,+,70,23
   6238,UGC 10563,Galaxy,Dra,14,"eeF, eS, eF* close, v diffic",16,47.2,+,62,8
   6239,UGC 10577,Galaxy,Her,12.3,"Size: 2.8  vF, E, biN np sf",16,50.1,+,42,44
   6240,IC 4625,Galaxy,Oph,15,"Size: 2.2  vF, pL, lE, dif; = IC 4625",16,53,+,2,24
   6241,MCG 8-31-7,Galaxy,Her,15,"eF, pS",16,50.1,+,45,24
   6242,OCL 1001,Open Cluster,Sco,6.4,"Size: 9.  Cl, B, L, Ri, st 8...11",16,55.6,-,39,30
   6243,UGC 10591,Galaxy,Her,15,"vF, vS, iF, dif",16,52.4,+,23,21
   6244,UGC 10568,Galaxy,Dra,14,"vF, vS, R, bet 2 st, nf of 2",16,48.1,+,62,11
   6245,,Galaxy,Dra,,"vF, pL, R",16,45.5,+,70,48
   6246,UGC 10580,Galaxy,Dra,14.1,"Size: 1.7  eF, S, R",16,49.9,+,55,33
   6247,UGC 10572,Galaxy,Dra,13,"F, pS, iF",16,48.2,+,62,58
   6248,UGC 10564,Galaxy,Dra,13,"Size: 3.3  eeF, pL, R, v diffic",16,46.4,+,70,22
   6249,OCL 994,Open Cluster,Sco,8.2,"Size: 6.  Cl, pRi, vlC, iF, st L & S",16,57.6,-,44,47
   6250,OCL 991,Open Cluster,Ara,5.9,"Size: 8.  Cl, L, lRi, lC, st 8...12",16,58,-,45,48
   6251,UGC 10501,Galaxy,UMi,14,"cF, S, bM, p of 2",16,32.6,+,82,33
   6252,MCG 14-8-11,Galaxy,UMi,15,"vF, vS, f of 2",16,32.5,+,82,36
   6253,OCL 972,Open Cluster,Ara,10,"Size: 5.  Cl, S, triangular, st 13",16,59.1,-,52,43
   6254,M 10,Globular Cluster,Oph,6.6,"Size: 15.1  ! glob. cl. , B, vL, R, gvmb",16,57.1,-,4,6
   6255,UGC 10606,Galaxy,Her,14,"Size: 3.5  eF, cL, E 90deg",16,54.8,+,36,30
   6256,Pal 15,Globular Cluster,Sco,,"glob. cl. , vF, vL, iR, vgbM, rrr",16,59.5,-,37,7
   6257,ZWG 225. 12,Galaxy,Her,15,"vF (vS D*?), F D* nf",16,56,+,39,39
   6258,UGC 10595,Galaxy,Dra,14,"eF, vS, R, B* & D* p",16,52.3,+,60,33
   6259,OCL 996,Open Cluster,Sco,8,"Size: 10.  ! Cl, B, vL, vRi, st 11...",17,0.7,-,44,40
   6260,MCG 11-20-29,Galaxy,Dra,15,"eF, pS, R, sev st nr sf",16,51.8,+,63,43
   6261,UGC 10617,Galaxy,Her,15,"eF, eS, iF",16,56.5,+,28,0
   6262,,,Dra,,"eeF, pS, R, v diffic",16,53.6,+,56,56
   6263,UGC 10618,Galaxy,Her,15,"vF, vS, R",16,56.7,+,27,50
   6264,MCG 5-40-9,Galaxy,Her,15,"eF, vS",16,57.3,+,27,52
   6265,UGC 10624,Galaxy,Her,15,"eF, vS",16,57.5,+,27,51
   6266,M 62,Globular Cluster,Oph,6.6,"Size: 14.1  ! glob. cl. , vB, L, gmbM, r",17,1.2,-,30,7
   6267,UGC 10628,Galaxy,Her,14,"vF, pL, R, lbM",16,58.2,+,22,59
   6268,OCL 1002,Open Cluster,Sco,10,"Size: 6.  Cl, B, pL, cRi, st 10...",17,2.4,-,39,44
   6269,UGC 10629,Galaxy,Her,14,"F, S, R",16,58,+,27,52
   6270,,Galaxy,Her,15,"eF, S, R",16,58.7,+,27,38
   6271,MCG 5-40-16,Galaxy,Her,15,"vF, R",16,58.8,+,27,59
   6272,ZWG 169. 22,Galaxy,Her,15,vF,16,58.9,+,27,56
   6273,M 19,Globular Cluster,Oph,7.2,"Size: 13.5  glob. cl. , vB, L, R, vCM, r",17,2.6,-,26,16
   6274,UGC 10643,Galaxy,Her,14,"eF, vS",16,59.4,+,29,57
   6275,MK 503,Galaxy,Dra,15,"eeF, S, lE, v diffic",16,55.6,+,63,15
   6276,IC 1239,Galaxy,Her,,eF,17,0.3,+,23,7
   6277,,Galaxy,Her,15,eF,17,0.8,+,23,3
   6278,UGC 10656,Galaxy,Her,14,"vF, stellar",17,0.9,+,23,1
   6279,UGC 10645,Galaxy,Her,15,"vF, pS, lE, coarse D* np",16,59,+,47,14
   6280,MCG 1-43-8,Galaxy,Oph,15,"pB, S, lE",17,1.9,+,6,40
   6281,OCL 1003,Cluster Nebulosity,Sco,5.4,"Size: 60.  Cl, L, pRi, lC, st 9...11",17,4.8,-,37,54
   6282,ZWG 169. 29,Galaxy,Her,15,"vF, S, R",17,0.8,+,29,50
   6283,UGC 10652,Galaxy,Her,13,"vF, cS, iR",16,59.4,+,49,56
   6284,GCL 53,Globular Cluster,Oph,9,"Size: 5.6  glob. cl. , B, L, R, CM, rrr,",17,4.5,-,24,46
   6285,MCG 10-24-81,Galaxy,Dra,15,"Size: 1.3  eeF, S, R, v diffic, np of 2",16,58.4,+,58,59
   6286,UGC 10647,Galaxy,Dra,14,"Size: 1.5  eF, pS, R",16,58.6,+,58,58
   6287,GCL 54,Globular Cluster,Oph,9.2,"Size: 5.1  glob. cl. , cB, L, R, gmpCM, ",17,5.2,-,22,42
   6288,MCG 11-21-6,Galaxy,Dra,15,"eF, vS, R, sp of 2",16,57.5,+,68,27
   6289,MCG 11-21-7,Galaxy,Dra,15,"eF, pL, mE, nf of 2",16,57.8,+,68,31
   6290,UGC 10665,Galaxy,Dra,14,"eF, pS, R, * close f",17,0.9,+,59,0
   6291,MCG 10-24-86,Galaxy,Dra,15,"eeF, eS, R",17,0.9,+,58,58
   6292,UGC 10684,Galaxy,Dra,14,"eF, E, v diffic, F st nr",17,3,+,61,3
   6293,GCL 55,Globular Cluster,Oph,8.2,"Size: 7.9  glob. cl. , vB, L, R, psbM, r",17,10.2,-,26,35
   6294,ESO 519-**6,,Oph,,"only a D* 13, 13.5, dist 8""",17,10.3,-,26,34
   6295,UGC 10682,Galaxy,Dra,15,"eF, S, mE, F* nr",17,3.1,+,60,20
   6296,UGC 10719,Galaxy,Oph,14,Size: 1.1  pB,17,8.7,+,3,54
   6297,UGC 10690,Galaxy,Dra,14,"pB, pS, R, bet 2 st, p of 2",17,3.6,+,62,2
   6298,,,Dra,,"vF, eS, R, bet 2 st, f of 2",17,3.4,+,62,2
   6299,MCG 10-24-97,Galaxy,Dra,15,"vF, vS, R",17,5,+,62,27
   6300,ESO 101-25,Galaxy,Ara,11,"Size: 5.4  F, vL, vlE, am st, 2 st inv",17,17,-,62,49
   6301,IC 4643;H IV 57,Galaxy,Her,14,"F, stellar; = IC 4643",17,8.6,+,42,20
   6302,PK 349+1.1,Planetary Nebula,Sco,13,"Size: 0.8  pB, E pf, PN",17,13.7,-,37,6
   6303,UGC 10711,,Dra,,"eF, pL, mE, nearly bet 2 st",17,5.1,+,68,21
   6304,GCL 56,Globular Cluster,Oph,8.4,"Size: 6.8  glob. cl. , B, cL, R, lbM, rr",17,14.5,-,29,28
   6305,ESO 138-19,Galaxy,Ara,,"vF, vS, R, glbM",17,18.1,-,59,9
   6306,UGC 10724,Galaxy,Dra,14,"Size: 1.2  vF, vS, lE",17,7.6,+,60,44
   6307,UGC 10727,Galaxy,Dra,14,"Size: 1.6  vF, vS, lE, *13 nr n",17,7.7,+,60,45
   6308,UGC 10747,Galaxy,Her,14,"Size: 1.3  vF, S, R, sbM",17,12,+,23,23
   6309,PK 9+14.1,Planetary Nebula,Oph,11,"Size: 1.1  close Dneb, 160deg , both B, ",17,14.1,-,12,55
   6310,UGC 10730,Galaxy,Dra,14,"Size: 2.1  F, pL, lE",17,8,+,61,0
   6311,UGC 10741,Galaxy,Her,15,"pB, vS, R",17,10.6,+,41,39
   6312,MCG 7-35-40,Galaxy,Her,15,"eF, irrR, dif, vS* inv",17,10.8,+,42,17
   6313,UGC 10742,Galaxy,Her,15,"eeF, vS, lE, bet 2 F st",17,10.4,+,48,19
   6314,UGC 10752,Galaxy,Her,13.1,"Size: 1.8  F, vS, R, bM",17,12.6,+,23,16
   6315,MCG 4-40-23,Galaxy,Her,13.3,"Size: 0.9  eF, S",17,12.8,+,23,13
   6316,GCL 57,Globular Cluster,Oph,9,"Size: 4.9  glob. cl. , cB, pS, R, gvmbM,",17,16.6,-,28,8
   6317,MCG 11-21-9,Galaxy,Dra,16,"eeF, S, R, F* nr, sp of 2",17,9.3,+,62,53
   6318,OCL 1004,Open Cluster,Sco,12,"Size: 4.  Cl, pL, Ri, R, gbM, st 12...14",17,17.8,-,39,27
   6319,UGC 10744,Galaxy,Dra,14,"vF, vS, R, lbM, nf of 2",17,9.6,+,62,59
   6320,UGC 10761,Galaxy,Her,15,"eF, *13 p 0s .5",17,12.9,+,40,16
   6321,UGC 10768,Galaxy,Her,14,"eF, iR, pS, vlbM",17,14.5,+,20,18
   6322,OCL 1000,Open Cluster,Sco,6,"Size: 10.  Cl, vL, pRi, lC (place of * n",17,18.5,-,42,57
   6323,UGC 10764,Galaxy,Her,15,"eF, vS, diffic",17,13.3,+,43,46
   6324,UGC 10725,Galaxy,UMi,13,"vF, S, E, S* s",17,5.4,+,75,25
   6325,GCL 58,Globular Cluster,Oph,10.7,"Size: 4.3  pF, L, R, rr",17,18,-,23,46
   6326,PK 338-8.1,Planetary Nebula,Ara,12,"Size: 0.2  !!! PN , pB, vS, R",17,20.8,-,51,45
   6327,ZWG 225. 74,Galaxy,Her,15,"eF, vS, diffic",17,14,+,43,38
   6328,ESO 102-3,Galaxy,Ara,,"eF pair of st only, one hazy",17,23.7,-,64,59
   6329,UGC 10771,Galaxy,Her,14,"vF, vS, R, bM",17,14.3,+,43,41
   6330,UGC 10776,Galaxy,Her,15,"eF, S, R",17,15.8,+,29,23
   6331,MCG 13-12-15,Galaxy,UMi,15,"eF, S",17,3.5,+,78,38
   6332,UGC 10773,Galaxy,Her,14,"vF, oval, ibM",17,15,+,43,39
   6333,M 9,Globular Cluster,Oph,7.9,"Size: 9.3  glob. cl. , B, L, R, eCM, rrr",17,19.2,-,18,31
   6334,ESO 392-EN9,Nebula,Sco,,"Size: 40.  cF, vL, icE, vglbf, *8 inv",17,20.5,-,35,43
   6335,ESO 454-**10,,Sco,,dif neb in patches,17,20.5,-,30,8
   6336,UGC 10786,Galaxy,Her,14,"vF, vS, R, bM",17,16.3,+,43,48
   6337,PK 349-1.1,Planetary Nebula,Sco,,"Size: 0.8  !!! ring , eF, S, am st",17,22.3,-,38,29
   6338,UGC 10784,Galaxy,Dra,14,"F, S, R, vglbM",17,15.3,+,57,25
   6339,UGC 10790,Galaxy,Her,13,"Size: 3.4  vF, L, iR, sp of 2",17,17.1,+,40,51
   6340,UGC 10762,Galaxy,Dra,11,"Size: 3.4  cF, pL, R, vgmbM",17,10.4,+,72,18
   6341,M 92,Globular Cluster,Her,6.5,"Size: 11.2  glob. cl. , vB, vL, eCM, rrr",17,17.1,+,43,8
   6342,GCL 61,Globular Cluster,Oph,9.9,"Size: 3.0  cB, pS, lE, er",17,21.2,-,19,35
   6343,MCG 7-35-60,Galaxy,Her,14,"vF, S, lE, nf of 2",17,17.3,+,41,3
   6344,,Galaxy,Her,,"F, S, R, *12 nf, nr",17,17.2,+,42,27
   6345,MCG 10-24-115,Galaxy,Dra,15,"eeF, vS, R, 2nd of 3",17,15.3,+,57,21
   6346,MCG 10-24-114,Galaxy,Dra,15,"eeF, S, R, 3rd of 3",17,15.3,+,57,19
   6347,IC 1253,Galaxy,Her,14,"eF, iR, dif",17,19.9,+,16,40
   6348,MCG 7-35-63,Galaxy,Her,15,"eF, vS, iR, lbM",17,18.4,+,41,39
   6349,MCG 6-38-16,Galaxy,Her,15,"vF, eS, R, lbM, p of 2",17,19.1,+,36,3
   6350,UGC 10800,Galaxy,Her,14,"pF, pS, gbM",17,18.7,+,41,41
   6351,MCG 6-38-17,Galaxy,Her,16,"vF, vS, fainter than 6349",17,19.2,+,36,2
   6352,Dunlop 417,Globular Cluster,Ara,8.2,"Size: 7.1  Cl (not neb), pF, L",17,25.5,-,48,25
   6353,,,Her,,"pB, pS, 3 S st inv, *10 nf 1'",17,21.2,+,15,42
   6354,ESO 333-**8,Asterism,Sco,,"eF, S",17,24.6,-,38,32
   6355,GCL 63,Globular Cluster,Oph,9.6,"Size: 5.0  cF, L, R, gbM, rrr",17,24,-,26,21
   6356,GCL 62,Globular Cluster,Oph,8.4,"Size: 7.2  glob. cl. , vB, cL, vgvmbM, r",17,23.6,-,17,49
   6357,ESO 392-SC10,Nebula,Sco,,"Size: 50.  F, L, E, vglbM, D* inv",17,24.6,-,34,10
   6358,UGC 10810,Galaxy,Dra,15,"eF, S, R, D* nr np",17,19,+,52,37
   6359,UGC 10804,Galaxy,Dra,12.6,"Size: 1.2  pB, S, R, bMN = *12",17,17.9,+,61,47
   6360,ESO 454-**20,,Oph,,neb in patches (Milky Way),17,25.4,-,30,0
   6361,UGC 10815,Galaxy,Dra,14,"Size: 2.4  vF, pS, mE, nearly bet 2 st",17,18.6,+,60,37
   6362,Dunlop 225,Globular Cluster,Ara,8.3,"Size: 10.7  glob. cl. , cB, L, vgmbM, rr",17,31.9,-,67,3
   6363,UGC 10827,Galaxy,Her,14,"vF, S, R, gbM",17,22.7,+,41,8
   6364,UGC 10835,Galaxy,Her,14,"pF, vS, R, bM *13",17,24.5,+,29,24
   6365,UGC 10833,Galaxy,Dra,14,"eeF, pL, iR, eF st inv, * sf",17,22.7,+,62,11
   6366,GCL 65,Globular Cluster,Oph,10,"Size: 8.3  F, L, vlbM",17,27.7,-,5,5
   6367,MCG 6-38-20,Galaxy,Her,15,"vF* in vF, vS, R neb",17,25.2,+,37,46
   6368,UGC 10856,Galaxy,Oph,13,"Size: 4.0  F, S, E",17,27.1,+,11,33
   6369,PK 2+5.1;H IV 11,Planetary Nebula,Oph,13,"Size: 1.1  !! ring , pB, S, R",17,29.3,-,23,46
   6370,UGC 10836,Galaxy,Dra,14,"vF, vS, R, B* nr n",17,23.3,+,57,0
   6371,MCG 4-41-12,Galaxy,Her,15,"vF, S, R, np of 2",17,27.2,+,26,30
   6372,UGC 10861,Galaxy,Her,14,"Size: 1.9  vF, pS, iF, sf of 2",17,27.5,+,26,28
   6373,UGC 10850,Galaxy,Dra,14,"eeF, pL, v diffic",17,24.3,+,59,1
   6374,NGC 6383,Open Cluster,Sco,9,"Size: 3.  Cl, S, P, B* inv",17,32.3,-,32,36
   6375,UGC 10875,Galaxy,Her,14,"F, vS, R",17,29.3,+,16,12
   6376,UGC 10855,Galaxy,Dra,14,"eeF, eS, R, v diffic",17,25.4,+,58,50
   6377,UGC 10855,Galaxy,Dra,14,"eF, eS, R, lbM",17,25.4,+,58,50
   6378,UGC 10884,Galaxy,Oph,15,v difficult,17,30.6,+,6,17
   6379,IC 4636,Galaxy,Her,15,"Size: 1.3  vF, pL",17,30.6,+,16,17
   6380,GCL 68,Globular Cluster,Sco,,"Size: 3.9  eF, pS, lE, *9 att",17,35.4,-,39,4
   6381,UGC 10871,Galaxy,Dra,14,"Size: 1.5  vF, pL, E",17,27.3,+,60,1
   6382,MCG 9-29-1,Galaxy,Dra,15,"pF, pS, R",17,27.8,+,56,52
